year,month,day,speciesKey,genus,species,latitude,longitude,countryCode
1973,2,3,5359945,Parkinsonia,microphylla,27.1,-113.583,MX
1973,2,7,7568403,Larrea,tridentata,27.6,-114.52,MX
1973,2,3,7568403,Larrea,tridentata,27.15,-113.67,MX
1973,3,13,7568403,Larrea,tridentata,29.179489,-102.998374,US
1973,3,29,7568403,Larrea,tridentata,34.065392,-112.142046,US
2022,4,29,7568403,Larrea,tridentata,31.96307,-106.449325,US
2020,2,23,7568403,Larrea,tridentata,32.799422,-105.96692,US
2021,3,19,7568403,Larrea,tridentata,32.949745,-105.9486,US
2019,2,12,7568403,Larrea,tridentata,31.934483,-108.982308,US
2022,12,8,7568403,Larrea,tridentata,31.965753,-108.439313,US
2020,2,15,7568403,Larrea,tridentata,32.450528,-104.28443,US
2022,3,24,7568403,Larrea,tridentata,33.479176,-111.619471,US
2020,3,4,7568403,Larrea,tridentata,32.951333,-105.946137,US
2017,11,25,7568403,Larrea,tridentata,34.727914,-114.373178,US
2018,1,4,7568403,Larrea,tridentata,32.51453,-106.378578,US
2022,4,29,7568403,Larrea,tridentata,31.962178,-106.445712,US
2016,3,24,7568403,Larrea,tridentata,33.907876,-116.566871,US
2019,12,23,7568403,Larrea,tridentata,33.420018,-112.081428,US
2021,1,19,7568403,Larrea,tridentata,32.324917,-106.720108,US
2018,10,24,7568403,Larrea,tridentata,32.334145,-111.025375,US
2017,6,24,7568403,Larrea,tridentata,33.349284,-112.075177,US
2019,5,28,7568403,Larrea,tridentata,33.925095,-115.92891,US
2021,1,2,7568403,Larrea,tridentata,32.519183,-105.97812,US
2018,10,4,7568403,Larrea,tridentata,31.83008,-106.563553,US
2018,11,20,7568403,Larrea,tridentata,32.505203,-105.91388,US
2019,6,23,7568403,Larrea,tridentata,35.93437,-114.830322,US
2022,4,29,5357217,Parkinsonia,aculeata,24.821688,-107.386908,MX
2019,6,16,7568403,Larrea,tridentata,33.91192,-106.82263,US
2021,12,31,5359945,Parkinsonia,microphylla,33.742092,-112.096789,US
2020,1,12,7568403,Larrea,tridentata,33.892913,-116.65979,US
2017,9,15,7568403,Larrea,tridentata,32.021672,-111.347717,US
2018,11,4,7568403,Larrea,tridentata,32.348847,-106.612587,US
2018,1,27,7568403,Larrea,tridentata,32.244897,-111.040542,US
2018,2,16,7568403,Larrea,tridentata,32.288545,-111.218138,US
2017,3,29,7568403,Larrea,tridentata,34.931874,-116.716682,US
2017,11,9,7568403,Larrea,tridentata,33.189614,-116.389312,US
2018,12,22,7568403,Larrea,tridentata,33.952172,-115.982628,US
2018,11,9,7568403,Larrea,tridentata,31.993542,-110.60942,US
2020,3,17,7568403,Larrea,tridentata,33.90351,-116.434617,US
2018,9,15,5357217,Parkinsonia,aculeata,33.97677,-117.402138,US
2018,11,2,7568403,Larrea,tridentata,32.486288,-106.045447,US
2021,4,16,7568403,Larrea,tridentata,32.95483,-105.930083,US
2020,8,20,5357217,Parkinsonia,aculeata,29.464414,-98.481091,US
2021,3,18,5359949,Parkinsonia,florida,33.855347,-116.559067,US
2022,5,11,7568403,Larrea,tridentata,32.34031,-113.744062,US
2020,2,12,7568403,Larrea,tridentata,33.750293,-116.486028,US
2020,9,1,5357217,Parkinsonia,aculeata,27.572472,-99.43465,US
2020,12,1,7568403,Larrea,tridentata,33.874966,-115.879833,US
2021,2,3,7568403,Larrea,tridentata,35.95112,-115.068528,US
2021,2,3,7568403,Larrea,tridentata,35.949238,-115.068969,US
2017,9,9,5359945,Parkinsonia,microphylla,32.857792,-110.6707,US
2020,3,13,5357217,Parkinsonia,aculeata,33.2291,-116.629536,US
2021,3,25,7568403,Larrea,tridentata,36.024078,-114.787483,US
2022,4,7,7568403,Larrea,tridentata,35.810638,-115.383212,US
2022,12,10,5357217,Parkinsonia,aculeata,26.185391,-98.379423,US
2018,12,22,7568403,Larrea,tridentata,33.924458,-115.917594,US
2020,3,7,7568403,Larrea,tridentata,32.803847,-105.933845,US
2022,4,1,7568403,Larrea,tridentata,37.035623,-116.775306,US
2017,5,1,5359949,Parkinsonia,florida,32.599022,-111.260712,US
2018,3,11,5359945,Parkinsonia,microphylla,32.38393,-111.513353,US
2022,5,1,7568403,Larrea,tridentata,33.340337,-112.060947,US
2022,12,9,7568403,Larrea,tridentata,33.66652,-116.39543,US
2015,11,26,7568403,Larrea,tridentata,35.086894,-118.182547,US
2018,2,10,7568403,Larrea,tridentata,32.288238,-111.197197,US
2022,3,30,7568403,Larrea,tridentata,32.96102,-105.906813,US
2022,4,9,7568403,Larrea,tridentata,34.700163,-113.625747,US
2021,11,29,7568403,Larrea,tridentata,34.156978,-116.496955,US
2020,3,6,7568403,Larrea,tridentata,32.960228,-105.8694,US
2021,5,10,7568403,Larrea,tridentata,32.399383,-106.099739,US
2018,10,19,7568403,Larrea,tridentata,32.434887,-106.065208,US
2018,9,22,7568403,Larrea,tridentata,35.9259,-115.127983,US
2021,1,10,7568403,Larrea,tridentata,33.804222,-116.554942,US
2018,10,1,7568403,Larrea,tridentata,32.371655,-106.085419,US
2018,12,1,7568403,Larrea,tridentata,33.228333,-116.173889,US
2018,11,9,7568403,Larrea,tridentata,31.408095,-109.549483,US
2020,12,18,7568403,Larrea,tridentata,32.63872,-112.759777,US
2021,1,25,7568403,Larrea,tridentata,32.94882,-105.88343,US
2018,12,22,7568403,Larrea,tridentata,33.889044,-115.824111,US
2020,4,27,7568403,Larrea,tridentata,33.15903,-116.235753,US
2019,5,11,7568403,Larrea,tridentata,32.93333,-105.933578,US
2019,2,12,7568403,Larrea,tridentata,31.96985,-108.451753,US
2021,3,21,7568403,Larrea,tridentata,32.18185,-107.622872,US
2018,12,6,7568403,Larrea,tridentata,32.429662,-106.474213,US
2022,4,8,7568403,Larrea,tridentata,35.998833,-114.863762,US
2022,1,16,7568403,Larrea,tridentata,32.223687,-109.040383,US
2018,4,1,7568403,Larrea,tridentata,34.120522,-116.340469,US
2020,1,15,7568403,Larrea,tridentata,31.505004,-106.116945,US
2023,2,21,5359945,Parkinsonia,microphylla,25.790159,-111.31118,MX
2018,9,23,7568403,Larrea,tridentata,36.032756,-115.389197,US
2021,4,30,7568403,Larrea,tridentata,33.890886,-111.949998,US
2022,3,26,7568403,Larrea,tridentata,32.960737,-105.922112,US
2017,4,15,5357217,Parkinsonia,aculeata,32.768772,-97.15963,US
2021,12,24,7568403,Larrea,tridentata,34.095289,-116.168486,US
2018,2,16,5359945,Parkinsonia,microphylla,32.29913,-111.218138,US
2020,3,30,5357217,Parkinsonia,aculeata,29.070968,-110.934464,MX
2019,12,10,7568403,Larrea,tridentata,33.649087,-116.40116,US
2020,6,17,5357217,Parkinsonia,aculeata,30.526363,-97.826644,US
2021,3,24,7568403,Larrea,tridentata,35.970683,-115.072542,US
2021,12,19,7568403,Larrea,tridentata,33.078128,-110.0373,US
2015,3,27,7568403,Larrea,tridentata,36.903372,-116.829128,US
2020,4,30,1342915,Centris,pallida,33.823323,-116.325857,US
2019,12,11,7568403,Larrea,tridentata,32.95858,-105.867608,US
2019,6,10,5357217,Parkinsonia,aculeata,33.382749,-112.306182,US
2018,10,25,7568403,Larrea,tridentata,31.994545,-110.613205,US
2021,4,22,5357217,Parkinsonia,aculeata,26.083056,-98.135,US
2019,12,5,7568403,Larrea,tridentata,32.956167,-105.899947,US
2019,11,30,7568403,Larrea,tridentata,31.825217,-106.463525,US
2019,2,26,7568403,Larrea,tridentata,32.9393,-105.969612,US
2019,3,9,7568403,Larrea,tridentata,32.863297,-105.917908,US
2018,12,22,7568403,Larrea,tridentata,31.699395,-106.147628,US
2021,10,7,7568403,Larrea,tridentata,35.750247,-115.345413,US
2022,5,2,7568403,Larrea,tridentata,31.82267,-106.562775,US
2018,5,8,7568403,Larrea,tridentata,31.800195,-107.749458,US
2018,10,13,7568403,Larrea,tridentata,32.955722,-105.888175,US
2019,5,11,7568403,Larrea,tridentata,32.931953,-105.935653,US
2020,11,4,7568403,Larrea,tridentata,31.14486,-103.505372,US
2022,3,18,7568403,Larrea,tridentata,31.78592,-106.483103,US
2020,3,11,7568403,Larrea,tridentata,29.166398,-103.435551,US
2019,6,21,7568403,Larrea,tridentata,36.29473,-115.061683,US
2022,10,26,7568403,Larrea,tridentata,29.297487,-103.488998,US
2018,12,8,7568403,Larrea,tridentata,32.426853,-106.09655,US
2021,3,6,7568403,Larrea,tridentata,33.774506,-116.362761,US
2018,11,7,7568403,Larrea,tridentata,32.369183,-106.090867,US
2022,5,31,7568403,Larrea,tridentata,31.265378,-103.367972,US
2022,10,29,7568403,Larrea,tridentata,34.044242,-112.154236,US
2022,12,9,7568403,Larrea,tridentata,32.31987,-106.673011,US
2019,3,28,5359949,Parkinsonia,florida,33.258095,-116.406547,US
2020,3,29,7568403,Larrea,tridentata,32.815533,-105.93418,US
2020,3,11,5359945,Parkinsonia,microphylla,33.807742,-112.841046,US
2018,11,20,7568403,Larrea,tridentata,32.505042,-105.912475,US
2020,11,29,5359949,Parkinsonia,florida,24.108011,-109.99752,MX
2018,4,1,5359949,Parkinsonia,florida,33.1265,-112.582656,US
2022,10,8,7568403,Larrea,tridentata,33.272143,-113.512448,US
2018,4,2,7568403,Larrea,tridentata,33.355,-116.478056,US
2019,8,20,5357217,Parkinsonia,aculeata,31.099798,-81.417835,US
2020,5,5,7568403,Larrea,tridentata,32.420295,-106.073425,US
2023,2,8,7568403,Larrea,tridentata,36.336078,-115.302537,US
2022,11,3,7568403,Larrea,tridentata,33.839082,-112.146259,US
2019,8,31,7568403,Larrea,tridentata,31.833847,-105.95742,US
2019,12,21,7568403,Larrea,tridentata,32.95552,-105.899903,US
2018,4,11,7568403,Larrea,tridentata,33.937792,-116.087611,US
2018,11,20,7568403,Larrea,tridentata,32.513687,-105.96128,US
2018,10,7,5357217,Parkinsonia,aculeata,31.980378,-106.443025,US
2020,1,8,7568403,Larrea,tridentata,33.695605,-116.342938,US
2022,7,29,7568403,Larrea,tridentata,21.016361,-99.741469,MX
2020,4,27,7568403,Larrea,tridentata,33.667605,-116.394737,US
2022,11,22,5357217,Parkinsonia,aculeata,33.811297,-116.523376,US
2021,1,24,7568403,Larrea,tridentata,32.9468,-105.880225,US
2022,4,8,7568403,Larrea,tridentata,35.925697,-114.950997,US
2020,2,4,7568403,Larrea,tridentata,32.911119,-116.140929,US
2020,7,31,7568403,Larrea,tridentata,32.37188,-106.7583,US
2019,8,8,7568403,Larrea,tridentata,33.428703,-106.066672,US
2021,10,7,7568403,Larrea,tridentata,35.78963,-115.316497,US
2018,7,3,7568403,Larrea,tridentata,32.957837,-106.014497,US
2022,5,1,7568403,Larrea,tridentata,33.343783,-112.070553,US
2022,4,16,7568403,Larrea,tridentata,33.547254,-113.056878,US
2019,11,9,7568403,Larrea,tridentata,33.764285,-116.193165,US
2017,10,25,5357217,Parkinsonia,aculeata,32.263562,-111.015281,US
2018,2,12,5359945,Parkinsonia,microphylla,32.285172,-111.119155,US
2020,9,27,7568403,Larrea,tridentata,36.537613,-114.083343,US
2018,11,4,7568403,Larrea,tridentata,32.276838,-106.735022,US
2020,3,2,7568403,Larrea,tridentata,32.814228,-105.938903,US
2018,3,11,5359945,Parkinsonia,microphylla,32.480717,-111.528183,US
2018,12,23,7568403,Larrea,tridentata,33.827111,-116.420569,US
2019,1,8,5359949,Parkinsonia,florida,32.306891,-110.901266,US
2018,10,24,7568403,Larrea,tridentata,32.335537,-111.024864,US
2021,11,24,7568403,Larrea,tridentata,35.925245,-114.933617,US
2022,9,20,7568403,Larrea,tridentata,31.037845,-104.858558,US
2020,3,17,5357217,Parkinsonia,aculeata,30.25056,-97.815936,US
2019,6,20,7568403,Larrea,tridentata,36.13192,-115.421853,US
2020,6,10,5357217,Parkinsonia,aculeata,30.271442,-97.67903,US
2019,3,29,7568403,Larrea,tridentata,33.157497,-105.882783,US
2021,10,7,7568403,Larrea,tridentata,35.788238,-115.345413,US
2023,2,8,7568403,Larrea,tridentata,36.337758,-115.306412,US
2018,5,8,7568403,Larrea,tridentata,31.931995,-108.390458,US
2018,10,4,7568403,Larrea,tridentata,31.962142,-106.561988,US
2021,6,8,5357217,Parkinsonia,aculeata,32.670194,-116.996554,US
2022,7,21,7568403,Larrea,tridentata,34.093253,-116.264488,US
2020,4,12,7568403,Larrea,tridentata,35.70676,-114.932616,US
2017,4,28,5359949,Parkinsonia,florida,31.945538,-112.802612,US
2018,11,20,7568403,Larrea,tridentata,32.489042,-105.825112,US
2018,12,6,7568403,Larrea,tridentata,32.42598,-106.473663,US
2022,5,31,7568403,Larrea,tridentata,34.107333,-115.682503,US
2020,4,16,7568403,Larrea,tridentata,32.783837,-105.926803,US
2011,1,17,7568403,Larrea,tridentata,34.472613,-113.633459,US
2013,12,31,5359945,Parkinsonia,microphylla,34.441985,-114.266221,US
2020,10,16,7568403,Larrea,tridentata,31.960475,-106.449317,US
2021,1,16,7568403,Larrea,tridentata,31.84472,-110.350692,US
2021,4,15,7568403,Larrea,tridentata,31.859713,-106.412133,US
2022,12,2,7568403,Larrea,tridentata,33.864383,-112.290237,US
2018,11,11,7568403,Larrea,tridentata,32.957253,-105.952147,US
2018,5,7,7568403,Larrea,tridentata,32.418708,-106.073417,US
2022,4,29,7568403,Larrea,tridentata,33.419102,-112.072142,US
2016,4,1,7568403,Larrea,tridentata,33.76904,-111.84092,US
2017,10,25,5357217,Parkinsonia,aculeata,32.265003,-111.014192,US
2018,5,20,7568403,Larrea,tridentata,33.345022,-112.058253,US
2021,3,24,7568403,Larrea,tridentata,35.970925,-115.072511,US
2021,10,10,7568403,Larrea,tridentata,35.250137,-114.867438,US
2018,3,15,7568403,Larrea,tridentata,32.259012,-111.023086,US
2021,1,2,7568403,Larrea,tridentata,32.487613,-105.811058,US
2021,2,6,7568403,Larrea,tridentata,35.973733,-114.917428,US
2018,10,9,7568403,Larrea,tridentata,33.645315,-115.828956,US
2020,3,11,7568403,Larrea,tridentata,34.292925,-115.709365,US
2018,12,22,7568403,Larrea,tridentata,31.865463,-106.409187,US
2021,12,8,7568403,Larrea,tridentata,33.763379,-116.198264,US
2022,8,10,7568403,Larrea,tridentata,31.61718,-104.85837,US
2022,4,3,7568403,Larrea,tridentata,33.453505,-111.630347,US
2022,1,10,7568403,Larrea,tridentata,33.761468,-111.840686,US
2023,2,8,7568403,Larrea,tridentata,35.938763,-115.183037,US
2022,8,20,7568403,Larrea,tridentata,33.597204,-112.071459,US
2021,2,6,7568403,Larrea,tridentata,35.973533,-114.918525,US
2022,12,9,7568403,Larrea,tridentata,31.939257,-112.809562,US
2020,5,2,7568403,Larrea,tridentata,32.7697,-104.775812,US
2022,8,12,7568403,Larrea,tridentata,31.212661,-105.492989,US
2020,1,8,7568403,Larrea,tridentata,33.699038,-116.352567,US
2020,2,5,7568403,Larrea,tridentata,33.823422,-116.558328,US
2022,9,23,7568403,Larrea,tridentata,25.425615,-100.8104,MX
2019,2,2,7568403,Larrea,tridentata,32.292626,-106.690192,US
2021,10,10,7568403,Larrea,tridentata,35.110553,-114.82923,US
2019,5,5,7568403,Larrea,tridentata,34.048392,-116.567236,US
2021,2,6,7568403,Larrea,tridentata,35.973613,-114.917572,US
2021,3,2,7568403,Larrea,tridentata,31.823108,-106.472763,US
2017,9,28,5357217,Parkinsonia,aculeata,32.177967,-110.789712,US
2018,2,11,5359945,Parkinsonia,microphylla,32.221072,-111.11473,US
2022,7,19,7568403,Larrea,tridentata,32.192747,-108.0877,US
2020,2,12,7568403,Larrea,tridentata,33.747415,-116.48749,US
2021,4,30,5357217,Parkinsonia,aculeata,26.126281,-97.95668,US
2022,3,30,7568403,Larrea,tridentata,32.961463,-105.906953,US
2021,5,28,7568403,Larrea,tridentata,37.135983,-113.534508,US
2018,6,2,7568403,Larrea,tridentata,32.346663,-108.764497,US
2019,4,19,5357217,Parkinsonia,aculeata,27.708786,-97.324532,US
2017,4,9,7568403,Larrea,tridentata,33.1078,-116.42845,US
2022,3,19,7568403,Larrea,tridentata,33.587364,-112.499825,US
2022,6,9,5357217,Parkinsonia,aculeata,28.273954,-105.455649,MX
2012,4,22,7568403,Larrea,tridentata,23.676499,-100.318146,MX
2018,12,26,7568403,Larrea,tridentata,32.921238,-105.924478,US
2021,5,6,7568403,Larrea,tridentata,31.844538,-106.491705,US
2018,2,20,5359945,Parkinsonia,microphylla,28.299391,-112.876327,MX
2019,6,9,7568403,Larrea,tridentata,31.82715,-107.642237,US
2020,2,5,7568403,Larrea,tridentata,33.816547,-116.556192,US
2018,11,4,7568403,Larrea,tridentata,32.127864,-106.639183,US
2018,6,8,7568403,Larrea,tridentata,33.768752,-113.791137,US
2019,10,12,7568403,Larrea,tridentata,32.871716,-116.156067,US
2017,5,24,7568403,Larrea,tridentata,32.270428,-111.032128,US
2018,11,4,7568403,Larrea,tridentata,32.449425,-106.5867,US
2021,11,24,7568403,Larrea,tridentata,35.926372,-114.94255,US
2022,2,24,7568403,Larrea,tridentata,31.942796,-112.80314,US
2019,2,11,7568403,Larrea,tridentata,32.136131,-110.888405,US
2022,7,19,7568403,Larrea,tridentata,32.192278,-108.084594,US
2018,5,2,5357217,Parkinsonia,aculeata,27.711107,-97.326397,US
2021,1,19,7568403,Larrea,tridentata,32.32427,-106.720763,US
2022,12,26,7568403,Larrea,tridentata,31.067393,-114.99056,MX
2018,12,7,7568403,Larrea,tridentata,32.961595,-105.981737,US
2016,4,1,7568403,Larrea,tridentata,34.854215,-115.672352,US
2022,10,23,7568403,Larrea,tridentata,33.889812,-112.140708,US
2022,8,3,7568403,Larrea,tridentata,30.706355,-101.795288,US
2021,10,7,7568403,Larrea,tridentata,35.813533,-115.393188,US
2019,1,31,7568403,Larrea,tridentata,31.829937,-105.998528,US
2021,11,24,7568403,Larrea,tridentata,35.927917,-114.95018,US
2022,4,8,7568403,Larrea,tridentata,35.997475,-114.862305,US
2022,4,29,5357217,Parkinsonia,aculeata,32.057032,-110.720987,US
2017,4,4,7568403,Larrea,tridentata,33.143899,-116.444999,US
2021,12,31,7568403,Larrea,tridentata,33.1068,-114.621276,US
2022,1,16,7568403,Larrea,tridentata,32.224088,-109.038872,US
2022,3,9,7568403,Larrea,tridentata,31.913347,-106.50898,US
2018,8,26,7568403,Larrea,tridentata,33.271738,-106.067269,US
2018,8,9,7568403,Larrea,tridentata,32.320217,-108.715063,US
2022,2,19,7568403,Larrea,tridentata,33.600092,-111.811369,US
2022,10,23,7568403,Larrea,tridentata,31.775175,-106.509167,US
2019,11,5,7568403,Larrea,tridentata,31.770937,-106.50464,US
2017,10,26,7568403,Larrea,tridentata,32.26532,-111.040558,US
2020,2,5,7568403,Larrea,tridentata,33.816625,-116.556358,US
2023,2,24,7568403,Larrea,tridentata,33.667575,-116.394705,US
2022,11,4,7568403,Larrea,tridentata,31.1752,-105.696197,US
2021,3,27,7568403,Larrea,tridentata,33.615637,-112.247305,US
2021,9,25,7568403,Larrea,tridentata,33.89632,-116.663337,US
2020,2,19,7568403,Larrea,tridentata,33.68315,-116.439178,US
2021,11,26,7568403,Larrea,tridentata,36.302828,-114.955537,US
2016,5,12,7568403,Larrea,tridentata,35.307025,-115.4604,US
2018,12,6,7568403,Larrea,tridentata,32.408875,-106.479562,US
2018,11,4,7568403,Larrea,tridentata,32.164292,-106.663597,US
2018,12,26,7568403,Larrea,tridentata,32.921005,-105.93322,US
2020,2,3,7568403,Larrea,tridentata,32.000094,-110.579308,US
2020,5,30,5357217,Parkinsonia,aculeata,30.458574,-98.038181,US
2021,6,10,7568403,Larrea,tridentata,32.236302,-110.721479,US
2020,11,27,5359949,Parkinsonia,florida,33.631262,-115.991975,US
2021,11,25,7568403,Larrea,tridentata,33.208492,-116.402256,US
2018,12,27,7568403,Larrea,tridentata,34.84112,-114.518375,US
2020,2,8,7568403,Larrea,tridentata,33.3316,-116.219989,US
2019,3,17,5359949,Parkinsonia,florida,33.703272,-115.801474,US
2017,5,13,7568403,Larrea,tridentata,32.0369,-110.73137,US
2021,12,7,7568403,Larrea,tridentata,31.95632,-106.456895,US
2016,3,22,7568403,Larrea,tridentata,32.206425,-110.688407,US
2018,2,10,5359945,Parkinsonia,microphylla,32.255028,-111.20018,US
2018,12,4,7568403,Larrea,tridentata,32.468425,-105.630097,US
2022,4,8,7568403,Larrea,tridentata,35.938355,-115.179337,US
2022,11,28,7568403,Larrea,tridentata,37.118114,-113.579179,US
2017,6,28,7568403,Larrea,tridentata,31.212653,-105.493094,US
2022,4,7,7568403,Larrea,tridentata,35.840163,-115.433778,US
2020,2,12,7568403,Larrea,tridentata,33.757162,-116.482177,US
2020,2,12,7568403,Larrea,tridentata,33.753138,-116.484512,US
2021,5,16,5359945,Parkinsonia,microphylla,33.559136,-112.561928,US
2018,1,4,7568403,Larrea,tridentata,32.661658,-107.174142,US
2021,3,12,7568403,Larrea,tridentata,32.748487,-105.918367,US
2019,9,21,5357217,Parkinsonia,aculeata,30.366238,-97.785797,US
2022,12,30,7568403,Larrea,tridentata,31.939633,-112.812103,US
2020,1,27,7568403,Larrea,tridentata,32.976612,-105.904105,US
2021,5,1,5357217,Parkinsonia,aculeata,32.591744,-115.4629,MX
2022,10,27,7568403,Larrea,tridentata,29.334486,-103.3461,US
2021,3,10,7568403,Larrea,tridentata,32.95708,-105.900855,US
2022,3,17,7568403,Larrea,tridentata,32.242028,-111.169687,US
2017,12,20,7568403,Larrea,tridentata,33.279228,-116.147544,US
2018,2,3,5357217,Parkinsonia,aculeata,32.337563,-110.786172,US
2020,1,17,7568403,Larrea,tridentata,32.982975,-105.924797,US
2021,5,15,5357217,Parkinsonia,aculeata,29.328258,-103.856173,US
2022,3,26,7568403,Larrea,tridentata,32.960163,-105.923583,US
2019,4,12,7568403,Larrea,tridentata,33.96833,-115.99002,US
2018,4,1,7568403,Larrea,tridentata,34.065711,-116.229561,US
2016,1,25,5357217,Parkinsonia,aculeata,33.985747,-117.373725,US
2022,11,2,7568403,Larrea,tridentata,30.88228,-102.67865,US
2022,12,3,5357217,Parkinsonia,aculeata,30.245172,-97.799506,US
2016,5,17,7568403,Larrea,tridentata,35.778546,-114.967716,US
2022,4,9,7568403,Larrea,tridentata,34.69523,-113.65422,US
2020,2,3,5357217,Parkinsonia,aculeata,32.290836,-111.031838,US
2020,2,12,7568403,Larrea,tridentata,33.757657,-116.481955,US
2021,1,24,5357217,Parkinsonia,aculeata,25.852312,-97.421128,US
2017,3,20,7568403,Larrea,tridentata,32.162,-111.104247,US
2018,12,2,7568403,Larrea,tridentata,32.468555,-105.686683,US
2020,12,30,7568403,Larrea,tridentata,32.334853,-106.595812,US
2021,3,25,7568403,Larrea,tridentata,36.013925,-114.793572,US
2023,2,8,7568403,Larrea,tridentata,35.936008,-115.181,US
2018,6,8,7568403,Larrea,tridentata,34.792088,-114.58638,US
2021,11,30,5357217,Parkinsonia,aculeata,32.542844,-114.823651,MX
2017,5,28,7568403,Larrea,tridentata,33.83995,-116.31094,US
2021,1,19,7568403,Larrea,tridentata,32.293833,-106.616425,US
2022,11,23,5357217,Parkinsonia,aculeata,30.396817,-111.527922,MX
2021,1,1,7568403,Larrea,tridentata,33.585892,-115.926356,US
2019,6,16,7568403,Larrea,tridentata,33.885025,-106.416983,US
2022,3,31,7568403,Larrea,tridentata,32.96538,-105.908455,US
2019,2,14,7568403,Larrea,tridentata,32.219637,-111.135098,US
2018,12,11,7568403,Larrea,tridentata,33.060858,-106.063246,US
2022,12,9,7568403,Larrea,tridentata,29.807945,-101.556162,US
2020,1,8,7568403,Larrea,tridentata,32.227195,-108.086508,US
2021,2,5,7568403,Larrea,tridentata,35.915325,-115.130264,US
2018,5,11,5357217,Parkinsonia,aculeata,33.801363,-111.92108,US
2018,10,11,7568403,Larrea,tridentata,33.033603,-105.975137,US
2019,8,23,5357217,Parkinsonia,aculeata,29.514608,-98.632003,US
2022,8,5,7568403,Larrea,tridentata,33.469664,-111.94927,US
2019,6,23,7568403,Larrea,tridentata,35.936158,-114.638742,US
2023,2,16,5359945,Parkinsonia,microphylla,33.835105,-112.000647,US
2018,2,10,5359945,Parkinsonia,microphylla,32.251697,-111.188225,US
2018,8,21,7568403,Larrea,tridentata,32.368817,-106.614547,US
2022,2,8,7568403,Larrea,tridentata,32.088764,-110.804817,US
2015,6,28,5357217,Parkinsonia,aculeata,34.190817,-118.174988,US
2017,2,6,7568403,Larrea,tridentata,32.290433,-111.126542,US
2018,10,19,7568403,Larrea,tridentata,32.432908,-106.065894,US
2019,2,10,5359945,Parkinsonia,microphylla,29.146221,-110.952966,MX
2017,10,26,7568403,Larrea,tridentata,32.265328,-111.043,US
2013,12,15,7568403,Larrea,tridentata,33.102566,-115.233012,US
2018,12,20,7568403,Larrea,tridentata,33.101822,-106.03498,US
2022,11,8,5357217,Parkinsonia,aculeata,28.189295,-97.280415,US
2019,2,17,7568403,Larrea,tridentata,33.701213,-116.407412,US
2019,5,12,7568403,Larrea,tridentata,32.193775,-107.64598,US
2018,12,9,7568403,Larrea,tridentata,32.9571,-105.912208,US
2020,12,10,7568403,Larrea,tridentata,32.398512,-106.122964,US
2022,2,6,7568403,Larrea,tridentata,31.218436,-105.484686,US
2022,12,14,7568403,Larrea,tridentata,33.763645,-116.198333,US
2022,1,4,7568403,Larrea,tridentata,32.325778,-111.124322,US
2020,3,9,7568403,Larrea,tridentata,22.638777,-101.709502,MX
2018,12,20,7568403,Larrea,tridentata,33.106567,-105.899505,US
2018,12,2,7568403,Larrea,tridentata,32.473163,-105.611887,US
2022,5,12,7568403,Larrea,tridentata,36.063278,-117.930047,US
2017,5,2,5359945,Parkinsonia,microphylla,32.60773,-111.236847,US
2021,11,26,7568403,Larrea,tridentata,36.306772,-114.9533,US
2019,6,21,7568403,Larrea,tridentata,35.942222,-115.131522,US
2020,5,29,5357217,Parkinsonia,aculeata,30.162506,-97.65007,US
2021,2,3,7568403,Larrea,tridentata,35.948612,-115.065644,US
2021,3,24,7568403,Larrea,tridentata,35.95325,-115.073311,US
2020,2,21,7568403,Larrea,tridentata,32.822617,-105.941833,US
2018,10,4,7568403,Larrea,tridentata,31.849433,-106.440788,US
2023,2,10,7568403,Larrea,tridentata,33.359537,-112.37652,US
2019,8,8,7568403,Larrea,tridentata,33.025989,-106.001,US
2018,12,11,7568403,Larrea,tridentata,33.086858,-106.036522,US
2018,9,22,5359945,Parkinsonia,microphylla,32.180279,-110.736704,US
2020,4,19,7568403,Larrea,tridentata,32.942794,-116.276911,US
2023,2,19,7568403,Larrea,tridentata,33.371593,-116.440567,US
2018,4,2,5359949,Parkinsonia,florida,32.374023,-112.861622,US
2021,12,28,7568403,Larrea,tridentata,32.183583,-110.70862,US
2022,9,5,7568403,Larrea,tridentata,31.222316,-103.250638,US
2017,7,28,7568403,Larrea,tridentata,32.287487,-111.044586,US
2019,2,12,7568403,Larrea,tridentata,31.967575,-108.650003,US
2022,5,5,7568403,Larrea,tridentata,34.046955,-116.580847,US
2022,8,7,5357217,Parkinsonia,aculeata,30.367831,-97.794275,US
2021,9,23,7568403,Larrea,tridentata,32.226288,-109.051353,US
2021,10,10,7568403,Larrea,tridentata,34.517083,-114.649192,US
2022,7,19,7568403,Larrea,tridentata,32.191422,-108.086547,US
2020,9,30,7568403,Larrea,tridentata,27.14422,-112.853572,MX
2018,11,2,7568403,Larrea,tridentata,32.016481,-106.431855,US
2022,10,6,5359945,Parkinsonia,microphylla,33.644736,-111.115562,US
2018,1,15,7568403,Larrea,tridentata,32.3803,-111.165603,US
2021,11,24,7568403,Larrea,tridentata,35.927822,-114.949967,US
2018,12,8,7568403,Larrea,tridentata,32.426262,-106.097778,US
2016,9,20,7568403,Larrea,tridentata,31.768842,-106.508125,US
1970,11,5,5359949,Parkinsonia,florida,33.569111,-116.107592,US
